GOR_CODE,GOR_NAME,CTY_CODE,CTY_NAME,LA_CODE,LA_NAME,MSOA_CODE,MSOA_NAME,LSOA_CODE,LSOA_NAME,OA_CODE,OA_NAME,AREA_METADATA,DATA_VALUE All,DATA_VALUE NoC,DATA_VALUE 1,DATA_VALUE 2,DATA_VALUE 3,DATA_VALUE 4
F,West Midlands,,,00CN,Birmingham,E02001853,Birmingham 027,E01009279,Birmingham 027F,00CNGB0022,00CNGB0022,,110,36,43,24,7,0
F,West Midlands,,,00CN,Birmingham,E02001853,Birmingham 027,E01009279,Birmingham 027F,00CNGB0023,00CNGB0023,,108,39,31,32,6,0
F,West Midlands,,,00CN,Birmingham,E02001853,Birmingham 027,E01009279,Birmingham 027F,00CNGB0024,00CNGB0024,,102,37,31,26,8,0
F,West Midlands,,,00CN,Birmingham,E02001853,Birmingham 027,E01009277,Birmingham 027D,00CNGB0025,00CNGB0025,,128,48,40,35,5,0
F,West Midlands,,,00CN,Birmingham,E02001862,Birmingham 036,E01009272,Birmingham 036B,00CNGB0026,00CNGB0026,,80,9,29,31,11,0
F,West Midlands,,,00CN,Birmingham,E02001853,Birmingham 027,E01009278,Birmingham 027E,00CNGB0027,00CNGB0027,,130,45,39,36,10,0
F,West Midlands,,,00CN,Birmingham,E02001853,Birmingham 027,E01009277,Birmingham 027D,00CNGB0028,00CNGB0028,,128,34,42,43,5,4
F,West Midlands,,,00CN,Birmingham,E02001853,Birmingham 027,E01009279,Birmingham 027F,00CNGB0029,00CNGB0029,,126,47,52,23,4,0
F,West Midlands,,,00CN,Birmingham,E02001853,Birmingham 027,E01009267,Birmingham 027B,00CNGB0030,00CNGB0030,,119,37,43,27,12,0
F,West Midlands,,,00CN,Birmingham,E02001853,Birmingham 027,E01009278,Birmingham 027E,00CNGB0031,00CNGB0031,,148,46,46,47,9,0
F,West Midlands,,,00CN,Birmingham,E02001853,Birmingham 027,E01009278,Birmingham 027E,00CNGB0032,00CNGB0032,,123,36,41,39,7,0
F,West Midlands,,,00CN,Birmingham,E02001853,Birmingham 027,E01009277,Birmingham 027D,00CNGB0033,00CNGB0033,,125,30,44,42,9,0
F,West Midlands,,,00CN,Birmingham,E02001858,Birmingham 032,E01009264,Birmingham 032D,00CNGB0034,00CNGB0034,,120,22,45,39,11,3
F,West Midlands,,,00CN,Birmingham,E02001853,Birmingham 027,E01009267,Birmingham 027B,00CNGB0035,00CNGB0035,,100,23,20,43,14,0
F,West Midlands,,,00CN,Birmingham,E02001853,Birmingham 027,E01009262,Birmingham 027A,00CNGB0036,00CNGB0036,,117,49,39,22,7,0
F,West Midlands,,,00CN,Birmingham,E02001853,Birmingham 027,E01009262,Birmingham 027A,00CNGB0037,00CNGB0037,,147,52,53,34,5,3
F,West Midlands,,,00CN,Birmingham,E02001853,Birmingham 027,E01009267,Birmingham 027B,00CNGB0038,00CNGB0038,,126,42,38,39,7,0
F,West Midlands,,,00CN,Birmingham,E02001853,Birmingham 027,E01009267,Birmingham 027B,00CNGB0039,00CNGB0039,,103,38,38,22,5,0
F,West Midlands,,,00CN,Birmingham,E02001858,Birmingham 032,E01009264,Birmingham 032D,00CNGB0040,00CNGB0040,,142,23,61,44,14,0
F,West Midlands,,,00CN,Birmingham,E02001853,Birmingham 027,E01009262,Birmingham 027A,00CNGB0041,00CNGB0041,,117,31,42,26,15,3
F,West Midlands,,,00CN,Birmingham,E02001853,Birmingham 027,E01009267,Birmingham 027B,00CNGB0042,00CNGB0042,,127,26,49,40,9,3
F,West Midlands,,,00CN,Birmingham,E02001858,Birmingham 032,E01009263,Birmingham 032C,00CNGB0043,00CNGB0043,,138,30,44,33,28,3
F,West Midlands,,,00CN,Birmingham,E02001860,Birmingham 034,E01009269,Birmingham 034B,00CNGB0044,00CNGB0044,,136,32,37,45,15,7
F,West Midlands,,,00CN,Birmingham,E02001858,Birmingham 032,E01009263,Birmingham 032C,00CNGB0045,00CNGB0045,,95,31,38,22,4,0
F,West Midlands,,,00CN,Birmingham,E02001858,Birmingham 032,E01009264,Birmingham 032D,00CNGB0046,00CNGB0046,,136,33,53,33,17,0
F,West Midlands,,,00CN,Birmingham,E02001858,Birmingham 032,E01009264,Birmingham 032D,00CNGB0047,00CNGB0047,,182,57,102,14,9,0
F,West Midlands,,,00CN,Birmingham,E02001858,Birmingham 032,E01009263,Birmingham 032C,00CNGB0048,00CNGB0048,,161,37,50,59,12,3
F,West Midlands,,,00CN,Birmingham,E02001860,Birmingham 034,E01009266,Birmingham 034A,00CNGB0049,00CNGB0049,,133,44,49,23,14,3
F,West Midlands,,,00CN,Birmingham,E02001858,Birmingham 032,E01009263,Birmingham 032C,00CNGB0050,00CNGB0050,,133,31,52,36,11,3
F,West Midlands,,,00CN,Birmingham,E02001858,Birmingham 032,E01009265,Birmingham 032E,00CNGB0051,00CNGB0051,,141,44,35,39,18,5
F,West Midlands,,,00CN,Birmingham,E02001858,Birmingham 032,E01009264,Birmingham 032D,00CNGB0052,00CNGB0052,,260,76,152,29,3,0
F,West Midlands,,,00CN,Birmingham,E02001862,Birmingham 036,E01009272,Birmingham 036B,00CNGB0053,00CNGB0053,,101,24,43,23,8,3
F,West Midlands,,,00CN,Birmingham,E02001858,Birmingham 032,E01009265,Birmingham 032E,00CNGB0054,00CNGB0054,,157,51,43,38,22,3
F,West Midlands,,,00CN,Birmingham,E02001858,Birmingham 032,E01009263,Birmingham 032C,00CNGB0055,00CNGB0055,,146,55,46,36,9,0
F,West Midlands,,,00CN,Birmingham,E02001862,Birmingham 036,E01009268,Birmingham 036A,00CNGB0056,00CNGB0056,,135,33,41,38,23,0
F,West Midlands,,,00CN,Birmingham,E02001860,Birmingham 034,E01009266,Birmingham 034A,00CNGB0057,00CNGB0057,,134,53,37,24,16,4
F,West Midlands,,,00CN,Birmingham,E02001858,Birmingham 032,E01009264,Birmingham 032D,00CNGB0058,00CNGB0058,,180,48,91,36,5,0
F,West Midlands,,,00CN,Birmingham,E02001862,Birmingham 036,E01009268,Birmingham 036A,00CNGB0059,00CNGB0059,,83,27,28,17,11,0
F,West Midlands,,,00CN,Birmingham,E02001862,Birmingham 036,E01009268,Birmingham 036A,00CNGB0060,00CNGB0060,,113,30,32,36,12,3
F,West Midlands,,,00CN,Birmingham,E02001860,Birmingham 034,E01009266,Birmingham 034A,00CNGB0061,00CNGB0061,,133,15,43,39,31,5
F,West Midlands,,,00CN,Birmingham,E02001860,Birmingham 034,E01009269,Birmingham 034B,00CNGB0062,00CNGB0062,,146,50,34,41,18,3
F,West Midlands,,,00CN,Birmingham,E02001860,Birmingham 034,E01009266,Birmingham 034A,00CNGB0063,00CNGB0063,,107,24,29,28,20,6
F,West Midlands,,,00CN,Birmingham,E02001858,Birmingham 032,E01009265,Birmingham 032E,00CNGB0064,00CNGB0064,,144,40,39,42,19,4
F,West Midlands,,,00CN,Birmingham,E02001860,Birmingham 034,E01009269,Birmingham 034B,00CNGB0065,00CNGB0065,,121,24,51,24,18,4
F,West Midlands,,,00CN,Birmingham,E02001862,Birmingham 036,E01009272,Birmingham 036B,00CNGB0066,00CNGB0066,,113,33,36,27,17,0
F,West Midlands,,,00CN,Birmingham,E02001860,Birmingham 034,E01009271,Birmingham 034D,00CNGB0067,00CNGB0067,,99,18,32,27,19,3
F,West Midlands,,,00CN,Birmingham,E02001860,Birmingham 034,E01009269,Birmingham 034B,00CNGB0068,00CNGB0068,,137,29,37,48,16,7
F,West Midlands,,,00CN,Birmingham,E02001862,Birmingham 036,E01009268,Birmingham 036A,00CNGB0069,00CNGB0069,,104,24,30,30,20,0
F,West Midlands,,,00CN,Birmingham,E02001858,Birmingham 032,E01009265,Birmingham 032E,00CNGB0070,00CNGB0070,,134,29,57,35,13,0
F,West Midlands,,,00CN,Birmingham,E02001860,Birmingham 034,E01009271,Birmingham 034D,00CNGB0071,00CNGB0071,,103,13,31,28,28,3
F,West Midlands,,,00CN,Birmingham,E02001862,Birmingham 036,E01009274,Birmingham 036C,00CNGB0072,00CNGB0072,,119,27,39,32,17,4
F,West Midlands,,,00CN,Birmingham,E02001860,Birmingham 034,E01009271,Birmingham 034D,00CNGB0073,00CNGB0073,,108,19,36,38,12,3
F,West Midlands,,,00CN,Birmingham,E02001860,Birmingham 034,E01009266,Birmingham 034A,00CNGB0074,00CNGB0074,,115,20,36,39,17,3
F,West Midlands,,,00CN,Birmingham,E02001858,Birmingham 032,E01009264,Birmingham 032D,00CNGB0075,00CNGB0075,,110,31,36,29,11,3
F,West Midlands,,,00CN,Birmingham,E02001860,Birmingham 034,E01009271,Birmingham 034D,00CNGB0076,00CNGB0076,,110,21,34,33,19,3
F,West Midlands,,,00CN,Birmingham,E02001860,Birmingham 034,E01009270,Birmingham 034C,00CNGB0077,00CNGB0077,,127,34,39,33,18,3
F,West Midlands,,,00CN,Birmingham,E02001860,Birmingham 034,E01009273,Birmingham 034E,00CNGB0078,00CNGB0078,,97,15,27,29,22,4
F,West Midlands,,,00CN,Birmingham,E02001860,Birmingham 034,E01009271,Birmingham 034D,00CNGB0079,00CNGB0079,,119,14,32,48,22,3
F,West Midlands,,,00CN,Birmingham,E02001860,Birmingham 034,E01009270,Birmingham 034C,00CNGB0080,00CNGB0080,,140,26,46,44,19,5
F,West Midlands,,,00CN,Birmingham,E02001860,Birmingham 034,E01009273,Birmingham 034E,00CNGB0081,00CNGB0081,,112,21,30,40,21,0
F,West Midlands,,,00CN,Birmingham,E02001862,Birmingham 036,E01009274,Birmingham 036C,00CNGB0082,00CNGB0082,,114,17,34,39,20,4
F,West Midlands,,,00CN,Birmingham,E02001860,Birmingham 034,E01009270,Birmingham 034C,00CNGB0083,00CNGB0083,,124,26,26,35,26,11
F,West Midlands,,,00CN,Birmingham,E02001860,Birmingham 034,E01009270,Birmingham 034C,00CNGB0084,00CNGB0084,,117,17,27,41,25,7
F,West Midlands,,,00CN,Birmingham,E02001905,Birmingham 079,E01009283,Birmingham 079E,00CNGC0001,00CNGC0001,,111,46,35,16,11,3
F,West Midlands,,,00CN,Birmingham,E02001922,Birmingham 096,E01009289,Birmingham 096E,00CNGC0002,00CNGC0002,,128,58,35,25,10,0
F,West Midlands,,,00CN,Birmingham,E02001922,Birmingham 096,E01009290,Birmingham 096F,00CNGC0003,00CNGC0003,,118,72,35,8,0,3
F,West Midlands,,,00CN,Birmingham,E02001925,Birmingham 099,E01009295,Birmingham 099D,00CNGC0004,00CNGC0004,,117,27,37,31,18,4
F,West Midlands,,,00CN,Birmingham,E02001922,Birmingham 096,E01009286,Birmingham 096C,00CNGC0005,00CNGC0005,,94,60,20,8,3,3
F,West Midlands,,,00CN,Birmingham,E02001926,Birmingham 100,E01009293,Birmingham 100D,00CNGC0006,00CNGC0006,,108,19,43,41,5,0
F,West Midlands,,,00CN,Birmingham,E02001925,Birmingham 099,E01009292,Birmingham 099B,00CNGC0007,00CNGC0007,,131,59,37,31,4,0
F,West Midlands,,,00CN,Birmingham,E02001922,Birmingham 096,E01009286,Birmingham 096C,00CNGC0008,00CNGC0008,,112,57,24,15,13,3
F,West Midlands,,,00CN,Birmingham,E02001922,Birmingham 096,E01009284,Birmingham 096A,00CNGC0009,00CNGC0009,,113,45,31,24,13,0
F,West Midlands,,,00CN,Birmingham,E02001926,Birmingham 100,E01009296,Birmingham 100E,00CNGC0010,00CNGC0010,,105,47,23,26,9,0
F,West Midlands,,,00CN,Birmingham,E02001925,Birmingham 099,E01009295,Birmingham 099D,00CNGC0011,00CNGC0011,,118,43,45,21,6,3
F,West Midlands,,,00CN,Birmingham,E02001922,Birmingham 096,E01009286,Birmingham 096C,00CNGC0012,00CNGC0012,,104,65,22,9,5,3
F,West Midlands,,,00CN,Birmingham,E02001922,Birmingham 096,E01009284,Birmingham 096A,00CNGC0013,00CNGC0013,,122,52,30,27,10,3
F,West Midlands,,,00CN,Birmingham,E02001926,Birmingham 100,E01009296,Birmingham 100E,00CNGC0014,00CNGC0014,,130,52,37,19,17,5
F,West Midlands,,,00CN,Birmingham,E02001925,Birmingham 099,E01009292,Birmingham 099B,00CNGC0015,00CNGC0015,,136,58,40,28,10,0
F,West Midlands,,,00CN,Birmingham,E02001925,Birmingham 099,E01009292,Birmingham 099B,00CNGC0016,00CNGC0016,,129,64,41,18,6,0
F,West Midlands,,,00CN,Birmingham,E02001925,Birmingham 099,E01009295,Birmingham 099D,00CNGC0017,00CNGC0017,,123,67,30,21,5,0
F,West Midlands,,,00CN,Birmingham,E02001926,Birmingham 100,E01009296,Birmingham 100E,00CNGC0018,00CNGC0018,,122,47,37,24,14,0
F,West Midlands,,,00CN,Birmingham,E02001922,Birmingham 096,E01009290,Birmingham 096F,00CNGC0019,00CNGC0019,,105,63,24,11,7,0
F,West Midlands,,,00CN,Birmingham,E02001925,Birmingham 099,E01009295,Birmingham 099D,00CNGC0020,00CNGC0020,,137,46,55,30,6,0
F,West Midlands,,,00CN,Birmingham,E02001922,Birmingham 096,E01009290,Birmingham 096F,00CNGC0021,00CNGC0021,,130,67,34,18,11,0
F,West Midlands,,,00CN,Birmingham,E02001922,Birmingham 096,E01009284,Birmingham 096A,00CNGC0022,00CNGC0022,,128,50,38,22,11,7
F,West Midlands,,,00CN,Birmingham,E02001926,Birmingham 100,E01009296,Birmingham 100E,00CNGC0023,00CNGC0023,,119,56,31,21,8,3
F,West Midlands,,,00CN,Birmingham,E02001926,Birmingham 100,E01009296,Birmingham 100E,00CNGC0024,00CNGC0024,,120,46,35,25,11,3
F,West Midlands,,,00CN,Birmingham,E02001926,Birmingham 100,E01009293,Birmingham 100D,00CNGC0025,00CNGC0025,,89,35,24,23,7,0
F,West Midlands,,,00CN,Birmingham,E02001925,Birmingham 099,E01009295,Birmingham 099D,00CNGC0026,00CNGC0026,,156,85,46,17,8,0
F,West Midlands,,,00CN,Birmingham,E02001925,Birmingham 099,E01009294,Birmingham 099C,00CNGC0027,00CNGC0027,,124,60,27,23,10,4
F,West Midlands,,,00CN,Birmingham,E02001925,Birmingham 099,E01009294,Birmingham 099C,00CNGC0028,00CNGC0028,,124,34,33,33,21,3
F,West Midlands,,,00CN,Birmingham,E02001925,Birmingham 099,E01009281,Birmingham 099A,00CNGC0029,00CNGC0029,,139,58,44,23,14,0
F,West Midlands,,,00CN,Birmingham,E02001926,Birmingham 100,E01009282,Birmingham 100B,00CNGC0030,00CNGC0030,,124,36,38,30,20,0
F,West Midlands,,,00CN,Birmingham,E02001926,Birmingham 100,E01009280,Birmingham 100A,00CNGC0031,00CNGC0031,,137,61,40,28,8,0
F,West Midlands,,,00CN,Birmingham,E02001926,Birmingham 100,E01009280,Birmingham 100A,00CNGC0032,00CNGC0032,,160,44,44,45,21,6
F,West Midlands,,,00CN,Birmingham,E02001926,Birmingham 100,E01009280,Birmingham 100A,00CNGC0033,00CNGC0033,,149,57,45,30,14,3
F,West Midlands,,,00CN,Birmingham,E02001925,Birmingham 099,E01009294,Birmingham 099C,00CNGC0034,00CNGC0034,,117,28,35,30,21,3
F,West Midlands,,,00CN,Birmingham,E02001926,Birmingham 100,E01009293,Birmingham 100D,00CNGC0035,00CNGC0035,,158,76,32,28,19,3
F,West Midlands,,,00CN,Birmingham,E02001926,Birmingham 100,E01009293,Birmingham 100D,00CNGC0036,00CNGC0036,,147,70,24,28,19,6
F,West Midlands,,,00CN,Birmingham,E02001926,Birmingham 100,E01009293,Birmingham 100D,00CNGC0037,00CNGC0037,,115,44,35,27,9,0
F,West Midlands,,,00CN,Birmingham,E02001926,Birmingham 100,E01009282,Birmingham 100B,00CNGC0038,00CNGC0038,,118,60,27,24,7,0
F,West Midlands,,,00CN,Birmingham,E02001925,Birmingham 099,E01009294,Birmingham 099C,00CNGC0039,00CNGC0039,,131,48,39,31,10,3
F,West Midlands,,,00CN,Birmingham,E02001926,Birmingham 100,E01009280,Birmingham 100A,00CNGC0040,00CNGC0040,,144,36,59,35,14,0
F,West Midlands,,,00CN,Birmingham,E02001925,Birmingham 099,E01009294,Birmingham 099C,00CNGC0041,00CNGC0041,,133,60,40,27,3,3
F,West Midlands,,,00CN,Birmingham,E02001926,Birmingham 100,E01009282,Birmingham 100B,00CNGC0042,00CNGC0042,,152,60,38,36,15,3
F,West Midlands,,,00CN,Birmingham,E02001925,Birmingham 099,E01009281,Birmingham 099A,00CNGC0043,00CNGC0043,,134,32,44,36,19,3
F,West Midlands,,,00CN,Birmingham,E02001926,Birmingham 100,E01009282,Birmingham 100B,00CNGC0044,00CNGC0044,,116,34,40,28,11,3
F,West Midlands,,,00CN,Birmingham,E02001925,Birmingham 099,E01009281,Birmingham 099A,00CNGC0045,00CNGC0045,,151,58,47,38,8,0
F,West Midlands,,,00CN,Birmingham,E02001926,Birmingham 100,E01009282,Birmingham 100B,00CNGC0046,00CNGC0046,,126,42,53,21,10,0
F,West Midlands,,,00CN,Birmingham,E02001925,Birmingham 099,E01009281,Birmingham 099A,00CNGC0047,00CNGC0047,,142,48,53,34,7,0
F,West Midlands,,,00CN,Birmingham,E02001925,Birmingham 099,E01009281,Birmingham 099A,00CNGC0048,00CNGC0048,,157,44,46,48,16,3
F,West Midlands,,,00CN,Birmingham,E02001905,Birmingham 079,E01009283,Birmingham 079E,00CNGC0049,00CNGC0049,,100,45,31,18,6,0
F,West Midlands,,,00CN,Birmingham,E02001926,Birmingham 100,E01009288,Birmingham 100C,00CNGC0050,00CNGC0050,,107,38,40,19,7,3
F,West Midlands,,,00CN,Birmingham,E02001922,Birmingham 096,E01009285,Birmingham 096B,00CNGC0051,00CNGC0051,,93,28,50,10,5,0
F,West Midlands,,,00CN,Birmingham,E02001905,Birmingham 079,E01009283,Birmingham 079E,00CNGC0052,00CNGC0052,,125,57,37,25,6,0
F,West Midlands,,,00CN,Birmingham,E02001922,Birmingham 096,E01009285,Birmingham 096B,00CNGC0053,00CNGC0053,,131,61,35,23,12,0
F,West Midlands,,,00CN,Birmingham,E02001922,Birmingham 096,E01009287,Birmingham 096D,00CNGC0054,00CNGC0054,,115,65,34,7,9,0
F,West Midlands,,,00CN,Birmingham,E02001926,Birmingham 100,E01009288,Birmingham 100C,00CNGC0055,00CNGC0055,,122,57,46,16,3,0
F,West Midlands,,,00CN,Birmingham,E02001922,Birmingham 096,E01009285,Birmingham 096B,00CNGC0056,00CNGC0056,,109,63,33,8,5,0
F,West Midlands,,,00CN,Birmingham,E02001905,Birmingham 079,E01009283,Birmingham 079E,00CNGC0057,00CNGC0057,,114,66,27,10,11,0
F,West Midlands,,,00CN,Birmingham,E02001926,Birmingham 100,E01009288,Birmingham 100C,00CNGC0058,00CNGC0058,,117,48,39,24,3,3
F,West Midlands,,,00CN,Birmingham,E02001922,Birmingham 096,E01009287,Birmingham 096D,00CNGC0059,00CNGC0059,,115,68,33,6,8,0
F,West Midlands,,,00CN,Birmingham,E02001922,Birmingham 096,E01009285,Birmingham 096B,00CNGC0060,00CNGC0060,,145,64,34,27,15,5
F,West Midlands,,,00CN,Birmingham,E02001922,Birmingham 096,E01009287,Birmingham 096D,00CNGC0061,00CNGC0061,,103,54,32,6,8,3
F,West Midlands,,,00CN,Birmingham,E02001922,Birmingham 096,E01009289,Birmingham 096E,00CNGC0062,00CNGC0062,,134,74,26,22,12,0
F,West Midlands,,,00CN,Birmingham,E02001921,Birmingham 095,E01009291,Birmingham 095D,00CNGC0063,00CNGC0063,,116,24,32,41,19,0
F,West Midlands,,,00CN,Birmingham,E02001925,Birmingham 099,E01009292,Birmingham 099B,00CNGC0064,00CNGC0064,,118,41,37,30,10,0
F,West Midlands,,,00CN,Birmingham,E02001905,Birmingham 079,E01009283,Birmingham 079E,00CNGC0065,00CNGC0065,,116,48,38,27,3,0
F,West Midlands,,,00CN,Birmingham,E02001922,Birmingham 096,E01009286,Birmingham 096C,00CNGC0066,00CNGC0066,,108,56,31,18,3,0
F,West Midlands,,,00CN,Birmingham,E02001922,Birmingham 096,E01009289,Birmingham 096E,00CNGC0067,00CNGC0067,,146,64,31,27,20,4
F,West Midlands,,,00CN,Birmingham,E02001921,Birmingham 095,E01009291,Birmingham 095D,00CNGC0068,00CNGC0068,,127,27,38,33,26,3
F,West Midlands,,,00CN,Birmingham,E02001922,Birmingham 096,E01009286,Birmingham 096C,00CNGC0069,00CNGC0069,,107,67,30,6,4,0
F,West Midlands,,,00CN,Birmingham,E02001922,Birmingham 096,E01009287,Birmingham 096D,00CNGC0070,00CNGC0070,,85,41,22,12,7,3
F,West Midlands,,,00CN,Birmingham,E02001925,Birmingham 099,E01009294,Birmingham 099C,00CNGC0071,00CNGC0071,,126,49,41,30,6,0
F,West Midlands,,,00CN,Birmingham,E02001925,Birmingham 099,E01009292,Birmingham 099B,00CNGC0072,00CNGC0072,,146,66,35,34,8,3
F,West Midlands,,,00CN,Birmingham,E02001921,Birmingham 095,E01009291,Birmingham 095D,00CNGC0073,00CNGC0073,,132,20,33,45,28,6
F,West Midlands,,,00CN,Birmingham,E02001926,Birmingham 100,E01009288,Birmingham 100C,00CNGC0074,00CNGC0074,,123,43,37,26,13,4
F,West Midlands,,,00CN,Birmingham,E02001921,Birmingham 095,E01009291,Birmingham 095D,00CNGC0075,00CNGC0075,,129,26,43,34,23,3
F,West Midlands,,,00CN,Birmingham,E02001922,Birmingham 096,E01009289,Birmingham 096E,00CNGC0076,00CNGC0076,,142,91,30,9,12,0
F,West Midlands,,,00CN,Birmingham,E02001922,Birmingham 096,E01009284,Birmingham 096A,00CNGC0077,00CNGC0077,,124,32,40,36,13,3
F,West Midlands,,,00CN,Birmingham,E02001922,Birmingham 096,E01009290,Birmingham 096F,00CNGC0078,00CNGC0078,,134,92,25,10,7,0
F,West Midlands,,,00CN,Birmingham,E02001921,Birmingham 095,E01009291,Birmingham 095D,00CNGC0079,00CNGC0079,,109,43,32,21,13,0
F,West Midlands,,,00CN,Birmingham,E02001922,Birmingham 096,E01009284,Birmingham 096A,00CNGC0080,00CNGC0080,,146,85,29,18,11,3
F,West Midlands,,,00CN,Birmingham,E02001883,Birmingham 057,E01009297,Birmingham 057A,00CNGD0001,00CNGD0001,,143,11,56,52,24,0
F,West Midlands,,,00CN,Birmingham,E02001880,Birmingham 054,E01009298,Birmingham 054D,00CNGD0002,00CNGD0002,,116,12,30,41,28,5
F,West Midlands,,,00CN,Birmingham,E02001883,Birmingham 057,E01009297,Birmingham 057A,00CNGD0003,00CNGD0003,,123,23,27,53,16,4
F,West Midlands,,,00CN,Birmingham,E02001880,Birmingham 054,E01009311,Birmingham 054E,00CNGD0004,00CNGD0004,,116,18,27,46,19,6
F,West Midlands,,,00CN,Birmingham,E02001883,Birmingham 057,E01009301,Birmingham 057D,00CNGD0005,00CNGD0005,,144,44,57,26,14,3
F,West Midlands,,,00CN,Birmingham,E02001883,Birmingham 057,E01009303,Birmingham 057E,00CNGD0006,00CNGD0006,,142,51,43,21,23,4
F,West Midlands,,,00CN,Birmingham,E02001883,Birmingham 057,E01009303,Birmingham 057E,00CNGD0007,00CNGD0007,,115,10,39,46,20,0
F,West Midlands,,,00CN,Birmingham,E02001895,Birmingham 069,E01009302,Birmingham 069A,00CNGD0008,00CNGD0008,,128,35,41,32,17,3
F,West Midlands,,,00CN,Birmingham,E02001871,Birmingham 045,E01009305,Birmingham 045C,00CNGD0009,00CNGD0009,,124,10,30,44,32,8
F,West Midlands,,,00CN,Birmingham,E02001872,Birmingham 046,E01009308,Birmingham 046C,00CNGD0010,00CNGD0010,,123,10,36,39,34,4
F,West Midlands,,,00CN,Birmingham,E02001871,Birmingham 045,E01009307,Birmingham 045D,00CNGD0011,00CNGD0011,,124,8,25,51,31,9
F,West Midlands,,,00CN,Birmingham,E02001880,Birmingham 054,E01009311,Birmingham 054E,00CNGD0012,00CNGD0012,,111,8,29,25,42,7
F,West Midlands,,,00CN,Birmingham,E02001883,Birmingham 057,E01009300,Birmingham 057C,00CNGD0013,00CNGD0013,,109,7,18,50,30,4
F,West Midlands,,,00CN,Birmingham,E02001883,Birmingham 057,E01009300,Birmingham 057C,00CNGD0014,00CNGD0014,,99,8,23,34,25,9
F,West Midlands,,,00CN,Birmingham,E02001883,Birmingham 057,E01009300,Birmingham 057C,00CNGD0015,00CNGD0015,,127,15,35,48,22,7
F,West Midlands,,,00CN,Birmingham,E02001880,Birmingham 054,E01009298,Birmingham 054D,00CNGD0016,00CNGD0016,,123,10,31,38,31,13
F,West Midlands,,,00CN,Birmingham,E02001883,Birmingham 057,E01009297,Birmingham 057A,00CNGD0017,00CNGD0017,,133,30,45,37,21,0
F,West Midlands,,,00CN,Birmingham,E02001883,Birmingham 057,E01009300,Birmingham 057C,00CNGD0018,00CNGD0018,,114,10,44,33,20,7
F,West Midlands,,,00CN,Birmingham,E02001880,Birmingham 054,E01009311,Birmingham 054E,00CNGD0019,00CNGD0019,,114,8,43,31,24,8
F,West Midlands,,,00CN,Birmingham,E02001880,Birmingham 054,E01009298,Birmingham 054D,00CNGD0020,00CNGD0020,,111,5,27,46,27,6
F,West Midlands,,,00CN,Birmingham,E02001880,Birmingham 054,E01009298,Birmingham 054D,00CNGD0021,00CNGD0021,,117,9,31,42,30,5
F,West Midlands,,,00CN,Birmingham,E02001880,Birmingham 054,E01009298,Birmingham 054D,00CNGD0022,00CNGD0022,,114,9,26,30,37,12
F,West Midlands,,,00CN,Birmingham,E02001883,Birmingham 057,E01009300,Birmingham 057C,00CNGD0023,00CNGD0023,,110,13,37,45,10,5
F,West Midlands,,,00CN,Birmingham,E02001883,Birmingham 057,E01009299,Birmingham 057B,00CNGD0024,00CNGD0024,,119,11,23,39,41,5
F,West Midlands,,,00CN,Birmingham,E02001883,Birmingham 057,E01009299,Birmingham 057B,00CNGD0025,00CNGD0025,,140,13,25,57,36,9
F,West Midlands,,,00CN,Birmingham,E02001883,Birmingham 057,E01009301,Birmingham 057D,00CNGD0026,00CNGD0026,,124,9,30,48,29,8
F,West Midlands,,,00CN,Birmingham,E02001883,Birmingham 057,E01009299,Birmingham 057B,00CNGD0027,00CNGD0027,,130,7,37,49,33,4
F,West Midlands,,,00CN,Birmingham,E02001883,Birmingham 057,E01009299,Birmingham 057B,00CNGD0028,00CNGD0028,,121,18,36,48,15,4
F,West Midlands,,,00CN,Birmingham,E02001883,Birmingham 057,E01009299,Birmingham 057B,00CNGD0029,00CNGD0029,,139,24,41,46,21,7
F,West Midlands,,,00CN,Birmingham,E02001883,Birmingham 057,E01009301,Birmingham 057D,00CNGD0030,00CNGD0030,,132,18,42,47,20,5
F,West Midlands,,,00CN,Birmingham,E02001883,Birmingham 057,E01009303,Birmingham 057E,00CNGD0031,00CNGD0031,,122,56,41,21,4,0
F,West Midlands,,,00CN,Birmingham,E02001883,Birmingham 057,E01009301,Birmingham 057D,00CNGD0032,00CNGD0032,,115,12,35,32,28,8
F,West Midlands,,,00CN,Birmingham,E02001883,Birmingham 057,E01009301,Birmingham 057D,00CNGD0033,00CNGD0033,,135,19,37,52,23,4
F,West Midlands,,,00CN,Birmingham,E02001883,Birmingham 057,E01009301,Birmingham 057D,00CNGD0034,00CNGD0034,,147,6,46,72,23,0
F,West Midlands,,,00CN,Birmingham,E02001895,Birmingham 069,E01009302,Birmingham 069A,00CNGD0035,00CNGD0035,,122,29,44,35,11,3
F,West Midlands,,,00CN,Birmingham,E02001883,Birmingham 057,E01009303,Birmingham 057E,00CNGD0036,00CNGD0036,,119,17,31,56,15,0
